0.102954805,0.0842448
0.077916175,0.051574025
0.040102918,0.096450105
0.013250385,0.09251247
0.0072440314,0.06134308
0.00411811,0.042725697
0.0050047496,0.034825962
0.007426152,0.02669872
0.009397507,0.021639954
0.008903496,0.01842462
0.0071194973,0.016967336
0.009934985,0.01583071
0.010885236,0.015985556
0.006958325,0.015403163
0.007987999,0.01328081
0.009780412,0.014669108
0.0123876445,0.017418731
0.0075350534,0.01644606
0.00022656696,0.017260928
0.00022899936,0.01321116
0.00017072908,0.011734959
0.00027149107,0.016685095
0.00037141616,0.013648738
0.00052603555,0.0115383165
0.0006141186,0.0144869685
0.0005351278,0.012410145
0.00044378338,0.013225034
0.00040530003,0.012855554
0.0004142442,0.014831402
0.00043304215,0.024499439
0.0004423194,0.027335871
0.00043983074,0.017305527
0.00026536282,0.01791123
0.00068485463,0.0067400145
0.00013900231,0.00031700867
2.087823e-06,1.6134116e-05
2.0242094e-07,1.8344177e-07
8.660688e-09,1.6606117e-08
6.219964e-11,1.2693595e-09
3.666869e-14,4.7943993e-11
3.3964195e-18,1.0236101e-11
3.743392e-23,1.492735e-12
0.0,2.4631078e-14
0.0,4.342902e-17
0.0,4.6269462e-20
0.0,1.4973568e-22
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,3.743392e-23
0.0,3.4899477e-20
0.0,5.408008e-16
0.0,7.43211e-13
0.0,1.4163735e-10
0.0,5.4847034e-09
1.400649e-22,6.849275e-08
4.3519804e-18,5.241638e-07
1.9201807e-14,2.579046e-06
1.934479e-11,4.260314e-06
1.1164514e-09,2.4564179e-05
4.3016392e-08,2.4482388e-05
3.681405e-07,0.00016947988
7.844464e-05,0.00127086
0.016844582,0.008060509
0.033420093,0.00477429
0.011892722,0.014566273
0.008206636,0.023962121
0.009804176,0.029301442
0.008355542,0.028956229
0.010186487,0.027313743
0.018422918,0.028628917
0.04006184,0.028663909
0.062989,0.02496698
0.067414284,0.021929972
0.05851824,0.020322753
0.057356786,0.018089
0.055938493,0.018364223
0.050706636,0.018657286
0.04970577,0.018333402
0.052879434,0.018506033
0.062488552,0.0181968
0.07245658,0.015579474
0.07757539,0.01209956
0.10919625,0.009368889
0.17050965,0.0066582467
